TIME(s)  FUNC       PID      COMM         SOCKFD LEN    FLAGS 
102.312  sendto     23045  dhclient     3      114    4000
105.031  socket     966    vminfo       0      0      0
105.031  close      966    vminfo       4      0      0
106.712  recvfrom   1064   ovsdb-server 17     129    0
106.924  socket     23083  gpg-agent    0      0      0
108.971  sendto     23045  dhclient     3      114    4000
109.340  sendmsg    806    NetworkManag 6      0      4000
109.340  sendmsg    806    NetworkManag 6      0      4000
109.406  sendmsg    806    NetworkManag 6      0      4000
109.406  sendmsg    806    NetworkManag 6      0      4000
109.407  sendmsg    806    NetworkManag 6      0      4000
109.407  sendmsg    806    NetworkManag 6      0      4000
109.407  sendmsg    806    NetworkManag 6      0      4000
109.410  socket     1081   ovs-vswitchd 0      0      0
109.410  socket     1081   ovs-vswitchd 0      0      0
109.410  socket     1081   ovs-vswitchd 0      0      0
109.410  socket     1081   ovs-vswitchd 0      0      0
109.410  socket     1081   ovs-vswitchd 0      0      0
109.410  socket     1081   ovs-vswitchd 0      0      0
109.410  socket     1081   ovs-vswitchd 0      0      0
109.410  socket     1081   ovs-vswitchd 0      0      0
109.410  socket     1081   ovs-vswitchd 0      0      0
109.410  socket     1081   ovs-vswitchd 0      0      0
109.410  socket     1081   ovs-vswitchd 0      0      0
109.411  socket     1081   ovs-vswitchd 0      0      0
109.411  socket     1081   ovs-vswitchd 0      0      0
109.411  socket     1081   ovs-vswitchd 0      0      0
109.411  socket     1081   ovs-vswitchd 0      0      0
109.411  socket     1081   ovs-vswitchd 0      0      0
109.411  socket     1081   ovs-vswitchd 0      0      0
109.411  socket     1081   ovs-vswitchd 0      0      0
109.411  socket     1081   ovs-vswitchd 0      0      0
109.411  socket     1081   ovs-vswitchd 0      0      0
109.411  socket     1081   ovs-vswitchd 0      0      0
109.411  socket     1081   ovs-vswitchd 0      0      0
109.411  socket     1081   ovs-vswitchd 0      0      0
109.411  socket     1081   ovs-vswitchd 0      0      0
109.411  socket     1081   ovs-vswitchd 0      0      0
109.411  socket     1081   ovs-vswitchd 0      0      0
109.411  socket     1081   ovs-vswitchd 0      0      0
109.411  socket     1081   ovs-vswitchd 0      0      0
109.411  socket     1081   ovs-vswitchd 0      0      0
109.411  socket     1081   ovs-vswitchd 0      0      0
109.411  socket     1081   ovs-vswitchd 0      0      0
109.411  socket     1081   ovs-vswitchd 0      0      0
109.411  socket     1081   ovs-vswitchd 0      0      0
109.411  socket     1081   ovs-vswitchd 0      0      0
109.411  socket     1081   ovs-vswitchd 0      0      0
109.408  recvfrom   1081   ovs-vswitchd 12     40     0
109.411  recvfrom   1081   ovs-vswitchd 12     40     0
109.413  recvfrom   1081   ovs-vswitchd 12     40     0
109.411  sendto     761    avahi-daemon 4      106    4000
109.411  sendto     761    avahi-daemon 4      132    4000
109.411  sendto     761    avahi-daemon 4      89     4000
109.409  sendto     1081   ovs-vswitchd 16     17     0
109.411  sendto     1081   ovs-vswitchd 16     17     0
109.408  sendmsg    806    NetworkManag 6      0      4000
109.408  sendmsg    806    NetworkManag 13     0      0
109.408  sendmsg    806    NetworkManag 13     0      0
109.413  socket     1081   ovs-vswitchd 0      0      0
109.413  socket     1081   ovs-vswitchd 0      0      0
109.413  close      806    NetworkManag 19     0      0
109.413  sendto     1081   ovs-vswitchd 16     17     0
109.413  sendmsg    806    NetworkManag 13     0      0
109.413  socket     1081   ovs-vswitchd 0      0      0
109.413  socket     1081   ovs-vswitchd 0      0      0
109.413  socket     1081   ovs-vswitchd 0      0      0
109.414  socket     1081   ovs-vswitchd 0      0      0
109.414  socket     1081   ovs-vswitchd 0      0      0
109.414  socket     1081   ovs-vswitchd 0      0      0
109.414  socket     1081   ovs-vswitchd 0      0      0
109.414  socket     1081   ovs-vswitchd 0      0      0
109.414  socket     1081   ovs-vswitchd 0      0      0
109.414  socket     1081   ovs-vswitchd 0      0      0
109.414  socket     1081   ovs-vswitchd 0      0      0
109.414  socket     1081   ovs-vswitchd 0      0      0
109.414  socket     1081   ovs-vswitchd 0      0      0
109.414  socket     1081   ovs-vswitchd 0      0      0
109.414  socket     1081   ovs-vswitchd 0      0      0
109.414  socket     1081   ovs-vswitchd 0      0      0
109.416  close      23085  pool         12     0      0
109.416  socket     23085  pool         0      0      0
109.416  socket     23085  pool         12     0      0
109.416  socket     23085  pool         0      0      0
109.416  socket     23085  pool         12     0      0
109.416  connect    23085  pool         12     0      0
109.416  sendto     23085  pool         12     20     0
109.420  sendmsg    1505   indicator-ap 7      0      4000
109.422  recvfrom   23085  pool         12     2048   0
109.422  recvfrom   23085  pool         12     65536  0
109.422  close      23085  pool         12     0      0
109.423  close      23085  pool         12     0      0
109.423  socket     23085  pool         0      0      0
109.423  socket     23085  pool         12     0      0
109.423  connect    23085  pool         12     0      0
109.423  connect    23085  pool         12     0      0
109.423  socket     23085  pool         0      0      0
109.423  socket     23085  pool         12     0      0
109.423  close      23085  pool         12     0      0
109.423  sendto     23085  pool         12     20     0
109.423  socket     23085  pool         0      0      0
109.423  socket     23085  pool         12     0      0
109.423  connect    23085  pool         12     0      0
109.425  sendmsg    1505   indicator-ap 7      0      4000
109.428  recvfrom   23085  pool         12     2048   0
109.428  recvfrom   23085  pool         12     65536  0
109.428  close      23085  pool         12     0      0
109.428  close      23085  pool         12     0      0
109.428  socket     23085  pool         0      0      0
109.428  socket     23085  pool         12     0      0
109.428  connect    23085  pool         12     0      0
109.428  connect    23085  pool         12     0      0
110.033  socket     966    vminfo       0      0      0
110.033  close      966    vminfo       4      0      0
110.414  sendto     1898   evolution-ad 10     20     4000
110.417  sendto     1865   evolution-ca 9      20     4000
110.417  sendto     1880   evolution-ca 9      20     4000
110.418  sendto     2392   deja-dup-mon 9      20     4000
110.418  sendto     1695   gnome-softwa 12     20     4000
110.425  sendto     769    whoopsie     8      20     4000
110.425  close      23085  pool         12     0      0
110.425  socket     23085  pool         0      0      0
110.425  socket     23085  pool         12     0      0
110.425  socket     23085  pool         0      0      0
110.425  socket     23085  pool         12     0      0
110.425  connect    23085  pool         12     0      0
110.425  sendto     23085  pool         12     20     0
110.429  recvfrom   23085  pool         12     2048   0
110.430  recvfrom   23085  pool         12     65536  0
110.430  close      23085  pool         12     0      0
110.430  close      23085  pool         12     0      0
110.430  socket     23085  pool         0      0      0
110.430  socket     23085  pool         12     0      0
110.430  connect    23085  pool         12     0      0
110.430  connect    23085  pool         12     0      0
111.260  socket     2103   ntpd         0      0      0
111.260  socket     2103   ntpd         4      0      0
111.260  socket     2103   ntpd         0      0      0
111.260  socket     2103   ntpd         0      0      0
111.260  socket     2103   ntpd         0      0      0
111.260  socket     2103   ntpd         0      0      0
111.260  sendto     2103   ntpd         4      20     0
111.260  sendto     2103   ntpd         4      20     0
111.260  sendto     2103   ntpd         3      165    4000
111.260  close      2103   ntpd         4      0      0
111.260  socket     2103   ntpd         0      0      0
111.262  socket     2103   ntpd         18446744073709551519 0      0
111.262  socket     2103   ntpd         0      0      0
111.264  socket     2103   ntpd         18446744073709551519 0      0
111.264  socket     2103   ntpd         0      0      0
111.265  socket     2103   ntpd         18446744073709551519 0      0
111.265  socket     2103   ntpd         0      0      0
111.266  socket     2103   ntpd         18446744073709551519 0      0
111.266  socket     2103   ntpd         0      0      0
111.268  socket     2103   ntpd         18446744073709551519 0      0
111.717  recvfrom   1064   ovsdb-server 17     129    0
115.034  socket     966    vminfo       0      0      0
115.034  close      966    vminfo       4      0      0
116.723  recvfrom   1064   ovsdb-server 17     129    0
119.339  close      2614   cups-browsed 12     0      0
119.339  socket     2614   cups-browsed 0      0      0
119.339  socket     2614   cups-browsed 12     0      0
119.339  sendto     2614   cups-browsed 12     20     0
119.339  sendto     2614   cups-browsed 12     20     0
120.037  socket     966    vminfo       0      0      0
120.037  close      966    vminfo       4      0      0
121.728  recvfrom   1064   ovsdb-server 17     129    0
125.038  socket     966    vminfo       0      0      0
125.038  close      966    vminfo       4      0      0
126.733  recvfrom   1064   ovsdb-server 17     129    0
130.039  close      966    vminfo       4      0      0
130.039  socket     966    vminfo       0      0      0
131.738  recvfrom   1064   ovsdb-server 17     129    0
135.041  close      966    vminfo       4      0      0
135.041  socket     966    vminfo       0      0      0
136.744  recvfrom   1064   ovsdb-server 17     129    0
140.042  close      966    vminfo       4      0      0
140.042  socket     966    vminfo       0      0      0
141.749  recvfrom   1064   ovsdb-server 17     129    0
145.044  close      966    vminfo       4      0      0
145.044  socket     966    vminfo       0      0      0
146.754  recvfrom   1064   ovsdb-server 17     129    0
150.045  close      966    vminfo       4      0      0
150.045  socket     966    vminfo       0      0      0
151.760  recvfrom   1064   ovsdb-server 17     129    0
153.415  socket     813    systemd-logi 0      0      0
153.415  sendmsg    269    systemd-udev 14     0      4000
153.415  sendto     246    systemd-jour 14     10     40
153.415  sendmsg    813    systemd-logi 27     0      4000
153.415  socket     269    systemd-udev 0      0      0
155.046  close      966    vminfo       4      0      0
155.046  socket     966    vminfo       0      0      0
156.764  recvfrom   1064   ovsdb-server 17     129    0
160.048  close      966    vminfo       4      0      0
160.048  socket     966    vminfo       0      0      0
161.771  recvfrom   1064   ovsdb-server 17     129    0
165.050  close      966    vminfo       4      0      0
165.050  socket     966    vminfo       0      0      0
166.777  recvfrom   1064   ovsdb-server 17     129    0
166.992  socket     23091  gpg-agent    0      0      0
169.628  sendmsg    761    avahi-daemon 13     0      0
169.629  sendmsg    761    avahi-daemon 12     0      0
170.052  close      966    vminfo       4      0      0
170.051  socket     966    vminfo       0      0      0
171.783  recvfrom   1064   ovsdb-server 17     129    0
175.053  close      966    vminfo       4      0      0
175.053  socket     966    vminfo       0      0      0
176.788  recvfrom   1064   ovsdb-server 17     129    0
180.055  close      966    vminfo       4      0      0
180.055  socket     966    vminfo       0      0      0
181.793  recvfrom   1064   ovsdb-server 17     129    0
185.057  close      966    vminfo       4      0      0
185.057  socket     966    vminfo       0      0      0
186.799  recvfrom   1064   ovsdb-server 17     129    0
190.058  close      966    vminfo       4      0      0
190.058  socket     966    vminfo       0      0      0
191.804  recvfrom   1064   ovsdb-server 17     129    0
195.060  close      966    vminfo       4      0      0
195.060  socket     966    vminfo       0      0      0
196.810  recvfrom   1064   ovsdb-server 17     129    0
200.062  close      966    vminfo       4      0      0
200.062  socket     966    vminfo       0      0      0
201.816  recvfrom   1064   ovsdb-server 17     129    0
205.064  close      966    vminfo       4      0      0
205.064  socket     966    vminfo       0      0      0
206.821  recvfrom   1064   ovsdb-server 17     129    0
210.070  close      966    vminfo       4      0      0
210.070  socket     966    vminfo       0      0      0
211.826  recvfrom   1064   ovsdb-server 17     129    0
215.072  close      966    vminfo       4      0      0
215.071  socket     966    vminfo       0      0      0
216.830  recvfrom   1064   ovsdb-server 17     129    0
220.073  close      966    vminfo       4      0      0
220.073  socket     966    vminfo       0      0      0
221.836  recvfrom   1064   ovsdb-server 17     129    0
225.074  close      966    vminfo       4      0      0
225.074  socket     966    vminfo       0      0      0
226.841  recvfrom   1064   ovsdb-server 17     129    0
227.057  socket     23095  gpg-agent    0      0      0
230.078  close      966    vminfo       4      0      0
230.078  socket     966    vminfo       0      0      0
231.846  recvfrom   1064   ovsdb-server 17     129    0
235.079  close      966    vminfo       4      0      0
235.079  socket     966    vminfo       0      0      0
236.852  recvfrom   1064   ovsdb-server 17     129    0
240.081  close      966    vminfo       4      0      0
240.081  socket     966    vminfo       0      0      0
241.857  recvfrom   1064   ovsdb-server 17     129    0
245.084  close      966    vminfo       4      0      0
245.084  socket     966    vminfo       0      0      0
246.861  recvfrom   1064   ovsdb-server 17     129    0
250.085  close      966    vminfo       4      0      0
250.085  socket     966    vminfo       0      0      0
251.866  recvfrom   1064   ovsdb-server 17     129    0
255.086  close      966    vminfo       4      0      0
255.086  socket     966    vminfo       0      0      0
256.871  recvfrom   1064   ovsdb-server 17     129    0
260.088  close      966    vminfo       4      0      0
260.087  socket     966    vminfo       0      0      0
261.877  recvfrom   1064   ovsdb-server 17     129    0
265.089  close      966    vminfo       4      0      0
265.089  socket     966    vminfo       0      0      0
266.882  recvfrom   1064   ovsdb-server 17     129    0
270.090  close      966    vminfo       4      0      0
270.090  socket     966    vminfo       0      0      0
271.888  recvfrom   1064   ovsdb-server 17     129    0
273.415  sendmsg    269    systemd-udev 14     0      4000
273.415  sendto     246    systemd-jour 14     10     40
273.415  socket     269    systemd-udev 0      0      0
273.415  socket     813    systemd-logi 0      0      0
273.415  sendmsg    813    systemd-logi 27     0      4000
275.092  close      966    vminfo       4      0      0
275.092  socket     966    vminfo       0      0      0
276.893  recvfrom   1064   ovsdb-server 17     129    0
280.094  close      966    vminfo       4      0      0
280.094  socket     966    vminfo       0      0      0
281.898  recvfrom   1064   ovsdb-server 17     129    0
285.095  close      966    vminfo       4      0      0
285.095  socket     966    vminfo       0      0      0
286.904  recvfrom   1064   ovsdb-server 17     129    0
287.122  socket     23097  gpg-agent    0      0      0
